STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,PEXP,Y,PNK,O,LOCATION
30047,S,79TH (95TH-BOUND),79TH,79TH (RED LINE),40240,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.750419, -87.625112)"
30243,E,AUSTIN (63RD-BOUND),AUSTIN,AUSTIN (GREEN LINE),41260,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887293, -87.774135)"
30084,E,CLINTON (O'HARE-BOUND),CLINTON,CLINTON (BLUE LINE),40430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875539, -87.640984)"
30231,N,WELLINGTON (KIMBALL-LINDEN-BOUND),WELLINGTON,WELLINGTON (BROWN & PURPLE LINES),41210,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.936033, -87.653266)"
30175,N,"HOWARD (LINDEN, SKOKIE-BOUND)",HOWARD,"HOWARD (RED, PURPLE & YELLOW LINES)",40900,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"(42.019063, -87.672892)"
30263,E,OAK PARK (63RD-BOUND),OAK PARK,OAK PARK (GREEN LINE),41350,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.886988, -87.793783)"
30130,S,WESTERN (O'HARE BRANCH) (FOREST PK-BOUND),WESTERN,WESTERN (BLUE LINE - O'HARE BRANCH),40670,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.916157, -87.687364)"
30268,S,BRYN MAWR (95TH-BOUND),BRYN MAWR,BRYN MAWR (RED LINE),41380,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.983504, -87.65884)"
30279,N,CHICAGO (HOWARD-BOUND),CHICAGO,CHICAGO (RED LINE),41450,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.896671, -87.628176)"
30155,N,SEDGWICK (KIMBALL-LINDEN-BOUND),SEDGWICK,SEDGWICK (BROWN & PURPLE LINES),40800,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.910409, -87.639302)"
30239,N,ADDISON (O'HARE-BOUND),ADDISON,ADDISON (BLUE LINE),41240,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.94738, -87.71906)"
30288,S,MONTROSE (LOOP-BOUND),MONTROSE,MONTROSE (BROWN LINE),41500,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.961756, -87.675047)"
30015,S,JACKSON/DEARBORN (FOREST PK-BOUND),JACKSON,JACKSON (BLUE LINE),40070,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.878183, -87.629296)"
30202,W,KEDZIE (54TH/CERMAK-BOUND),KEDZIE,KEDZIE (PINK LINE),41040,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.853964, -87.705408)"
30154,S,MONROE (FOREST PK-BOUND),MONROE,MONROE (BLUE LINE),40790,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.880703, -87.629378)"
30195,N,ROCKWELL (KIMBALL-BOUND),ROCKWELL,ROCKWELL (BROWN LINE),41010,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966115, -87.6941)"
30041,W,DAMEN (54TH/CERMAK-BOUND),DAMEN,DAMEN (PINK LINE),40210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.854517, -87.675975)"
30180,W,PULASKI (FOREST PK-BOUND),PULASKI,PULASKI (BLUE LINE),40920,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.873797, -87.725663)"
30101,N,FOSTER (LINDEN-BOUND),FOSTER,FOSTER (PURPLE LINE),40520,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.05416, -87.68356)"
30004,W,HARLEM (TERMINAL ARRIVAL),HARLEM/LAKE,HARLEM/LAKE (GREEN LINE),40020,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.886848, -87.803176)"
30384,S,WASHINGTON/WABASH (INNER LOOP),WASHINGTON/WABASH,"WASHINGTON/WABASH (BROWN, GREEN, ORANGE, PURPLE & PINK LINES)",41700,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"(41.88322, -87.626189)"
30266,W,CALIFORNIA (HARLEM-BOUND),CALIFORNIA,CALIFORNIA (GREEN LINE),41360,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.88422, -87.696234)"
30021,S,MORSE (95TH-BOUND),MORSE,MORSE (RED LINE),40100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(42.008362, -87.665909)"
30060,N,WESTERN (LOOP-BOUND),WESTERN,WESTERN (ORANGE LINE),40310,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.804546, -87.684019)"
30096,S,GRAND/MILWAUKEE (FOREST PK-BOUND),GRAND,GRAND (BLUE LINE),40490,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.891189, -87.647578)"
30375,N,CLARK/LAKE (O'HARE-BOUND),CLARK/LAKE,"CLARK/LAKE (BLUE, BROWN, GREEN, ORANGE, PURPLE & PINK LINES)",40380,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.885737, -87.630886)"
30095,N,GRAND/MILWAUKEE (O'HARE-BOUND),GRAND,GRAND (BLUE LINE),40490,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.891189, -87.647578)"
30062,N,DIVISION (O'HARE-BOUND),DIVISION,DIVISION (BLUE LINE),40320,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.903355, -87.666496)"
30185,N,PULASKI (LOOP-BOUND),PULASKI,PULASKI (ORANGE LINE),40960,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.799756, -87.724493)"
30161,E,18TH (LOOP-BOUND),18TH,18TH (PINK LINE),40830,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.857908, -87.669147)"
30293,N,SHERIDAN (HOWARD-LINDEN-BOUND),SHERIDAN,SHERIDAN (RED LINE),40080,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.953775, -87.654929)"
30272,S,CHICAGO (FOREST PK-BOUND),CHICAGO,CHICAGO (BLUE LINE),41410,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.896075, -87.655214)"
30090,N,MERCHANDISE MART (KIMBALL-LINDEN-BOUND),MERCHANDISE MART,MERCHANDISE MART (BROWN & PURPLE LINES),40460,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.888969, -87.633924)"
30061,S,WESTERN (MIDWAY-BOUND),WESTERN,WESTERN (ORANGE LINE),40310,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.804546, -87.684019)"
30171,N,O'HARE (TERMINAL ARRIVAL),O'HARE,O'HARE (BLUE LINE),40890,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.97766526, -87.90422307)"
30245,N,43RD (HARLEM-BOUND),43RD,43RD (GREEN LINE),41270,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.816462, -87.619021)"
30093,W,RACINE (FOREST PK-BOUND),RACINE,RACINE (BLUE LINE),40470,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.87592, -87.659458)"
30265,E,CALIFORNIA (63RD-BOUND),CALIFORNIA,CALIFORNIA (GREEN LINE),41360,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.88422, -87.696234)"
30063,S,DIVISION (FOREST PK-BOUND),DIVISION,DIVISION (BLUE LINE),40320,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.903355, -87.666496)"
30036,N,SOX-35TH (HOWARD-BOUND),SOX-35TH,SOX-35TH (RED LINE),40190,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.831191, -87.630636)"
30083,W,CICERO (54TH/CERMAK-BOUND),CICERO,CICERO (PINK LINE),40420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.85182, -87.745336)"
30198,S,LOGAN SQUARE (FOREST PK-BOUND),LOGAN SQUARE,LOGAN SQUARE (BLUE LINE),41020,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.929728, -87.708541)"
30020,N,MORSE (HOWARD-BOUND),MORSE,MORSE (RED LINE),40100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(42.008362, -87.665909)"
30115,N,DAMEN/MILWAUKEE (O'HARE-BOUND),DAMEN,DAMEN (BLUE LINE),40590,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.909744, -87.677437)"
30156,S,SEDGWICK (LOOP-BOUND),SEDGWICK,SEDGWICK (BROWN & PURPLE LINES),40800,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.910409, -87.639302)"
30240,S,ADDISON (FOREST PK-BOUND),ADDISON,ADDISON (BLUE LINE),41240,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.94738, -87.71906)"
30032,E,ASHLAND (LOOP-63RD-BOUND),ASHLAND,ASHLAND (GREEN & PINK LINES),40170,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.885269, -87.666969)"
30108,S,IRVING PARK (O'HARE BRANCH) (FOREST PK-BOUND),IRVING PARK,IRVING PARK (BLUE LINE),40550,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.952925, -87.729229)"
30386,N,WILSON (LINDEN-BOUND),WILSON,WILSON (RED & PURPLE LINES),40540,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.964273, -87.657588)"
30193,N,CERMAK-CHINATOWN (HOWARD-BOUND),CERMAK-CHINATOWN,CERMAK-CHINATOWN (RED LINE),41000,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.853206, -87.630968)"
30262,W,LASALLE (FOREST PK-BOUND),LASALLE,LASALLE (BLUE LINE),41340,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875568, -87.631722)"
30169,N,THORNDALE (HOWARD-BOUND),THORNDALE,THORNDALE (RED LINE),40880,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.990259, -87.659076)"
30046,N,79TH (HOWARD-BOUND),79TH,79TH (RED LINE),40240,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.750419, -87.625112)"
30147,N,GRANVILLE (HOWARD-BOUND),GRANVILLE,GRANVILLE (RED LINE),40760,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.993664, -87.659202)"
30014,N,JACKSON/DEARBORN (O'HARE-BOUND),JACKSON,JACKSON (BLUE LINE),40070,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.878183, -87.629296)"
30274,S,ADDISON (95TH-BOUND),ADDISON,ADDISON (RED LINE),41420,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.947428, -87.653626)"
30085,W,CLINTON (FOREST PK-BOUND),CLINTON,CLINTON (BLUE LINE),40430,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875539, -87.640984)"
30264,W,OAK PARK (HARLEM-BOUND),OAK PARK,OAK PARK (GREEN LINE),41350,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.886988, -87.793783)"
30196,S,ROCKWELL (LOOP-BOUND),ROCKWELL,ROCKWELL (BROWN LINE),41010,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966115, -87.6941)"
30150,S,LAWRENCE (95TH-BOUND),LAWRENCE,LAWRENCE (RED LINE),40770,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.969139, -87.658493)"
30054,E,CENTRAL (63RD-BOUND),CENTRAL,CENTRAL (GREEN LINE),40280,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.887389, -87.76565)"
30292,W,CONSERVATORY (HARLEM-BOUND),CONSERVATORY,CONSERVATORY (GREEN LINE),41670,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.884904, -87.716523)"
30232,S,WELLINGTON (LOOP-BOUND),WELLINGTON,WELLINGTON (BROWN & PURPLE LINES),41210,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.936033, -87.653266)"
30078,N,NOYES (LINDEN-BOUND),NOYES,NOYES (PURPLE LINE),40400,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.058282, -87.683337)"
30157,E,ILLINOIS MEDICAL DISTRICT (O'HARE-BOUND),ILLINOIS MEDICAL DISTRICT,ILLINOIS MEDICAL DISTRICT (BLUE LINE),40810,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875706, -87.673932)"
30209,N,47TH (HARLEM-BOUND),47TH,47TH (GREEN LINE),41080,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.809209, -87.618826)"
30289,N,LAKE (HOWARD-BOUND),LAKE,LAKE (RED LINE),41660,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.884809, -87.627813)"
30257,N,BELMONT (KIMBALL-LINDEN-BOUND),BELMONT,"BELMONT (RED, BROWN & PURPLE LINES)",41320,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.939751, -87.65338)"
30228,S,JARVIS (95TH-BOUND),JARVIS,JARVIS (RED LINE),41190,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(42.015876, -87.669092)"
30216,S,HALSTED (MIDWAY-BOUND),HALSTED,HALSTED (ORANGE LINE),41130,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.84678, -87.648088)"
30011,S,DAVIS (HOWARD-LOOP-BOUND),DAVIS,DAVIS (PURPLE LINE),40050,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.04771, -87.683543)"
30270,S,ROOSEVELT (95TH-BOUND),ROOSEVELT,"ROOSEVELT (RED, ORANGE & GREEN LINES)",41400,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.867368, -87.627402)"
30233,N,FULLERTON (HOWARD-BOUND),FULLERTON,"FULLERTON (RED, BROWN & PURPLE LINES)",41220,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.925051, -87.652866)"
30079,S,NOYES (HOWARD-LOOP-BOUND),NOYES,NOYES (PURPLE LINE),40400,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"(42.058282, -87.683337)"
30137,N,CHICAGO (KIMBALL-LINDEN-BOUND),CHICAGO,CHICAGO (BROWN & PURPLE LINES),40710,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(41.89681, -87.635924)"
30261,E,LASALLE (O'HARE-BOUND),LASALLE,LASALLE (BLUE LINE),41340,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.875568, -87.631722)"
30211,N,MONROE (HOWARD-BOUND),MONROE,MONROE (RED LINE),41090,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.880745, -87.627696)"
30291,E,CONSERVATORY (63RD-BOUND),CONSERVATORY,CONSERVATORY (GREEN LINE),41670,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.884904, -87.716523)"
30225,N,KEDZIE (KIMBALL-BOUND),KEDZIE,KEDZIE (BROWN LINE),41180,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.965996, -87.708821)"
30024,N,51ST (HARLEM-BOUND),51ST,51ST (GREEN LINE),40130,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.80209, -87.618487)"
30099,N,GARFIELD (HARLEM-BOUND),GARFIELD,GARFIELD (GREEN LINE),40510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.795172, -87.618327)"
30206,S,ASHLAND (MIDWAY-BOUND),ASHLAND,ASHLAND (ORANGE LINE),41060,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"(41.839234, -87.665317)"
30064,N,GRAND/STATE (HOWARD-BOUND),GRAND,GRAND (RED LINE),40330,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.891665, -87.628021)"
30381,N,CERMAK-MCCORMICK PLACE (HARLEM-BOUND),CERMAK-MCCORMICK PLACE,CERMAK-MCCORMICK PLACE (GREEN LINE),41690,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.853115, -87.626402)"
30100,S,GARFIELD (63RD-BOUND),GARFIELD,GARFIELD (GREEN LINE),40510,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.795172, -87.618327)"
30200,W,POLK (54TH/CERMAK-BOUND),POLK,POLK (PINK LINE),41030,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(41.871551, -87.66953)"
30018,N,DAMEN (KIMBALL-BOUND),DAMEN,DAMEN (BROWN LINE),40090,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(41.966286, -87.678639)"
